1, CHI, SEL
2, CHI, SEZ
6, CHI, SGN
4, CHI, SHA
1, CHI, SHL
6, CHI, SIN
5, CHI, STV
1, CHI, SVQ
7, CHI, SXR
1, CHI, SYD
1, CHI, THR
1, CHI, TIP
4, CHI, TLV
1, CHI, TPE
619, CHI, TRV
1, CHI, TUN
5, CHI, TYO
1, CHI, UDR
1, CHI, ULN
12, CHI, VCE
1098, CHI, VGA
1, CHI, VIE
1, CHI, VLC
268, CHI, VTZ
1, CHI, WAS
1, CHI, WAW
2, CHI, YTO
1, CHI, YVR
1, CHI, ZAG
3, CHI, ZRH
3, CHS, AUH
1, CHS, BOS
2, CHS, DXB
5, CHS, EWR
2, CHU, HYD
1, CID, BOM
52, CID, DEL
2, CID, LHR
22, CJB, ATL
1, CJB, BLR
7, CJB, BWI
30, CJB, CHI
1, CJB, DAC
1, CJB, DEL
26, CJB, DTT
48, CJB, DTW
86, CJB, EWR
4, CJB, HAN
4, CJB, HOU
191, CJB, IAD
55, CJB, IAH
57, CJB, JFK
106, CJB, LAX
93, CJB, NYC
151, CJB, ORD
22, CJB, PHX
800, CJB, SFO
3, CJB, SIN
4, CJB, SJC
4, CJB, STL
77, CJB, WAS
271, CLE, AMD
48, CLE, ATQ
2, CLE, BBI
9, CLE, BDQ
4, CLE, BHO
474, CLE, BLR
929, CLE, BOM
1, CLE, BOS
3, CLE, CCJ
37, CLE, CCU
34, CLE, COK
831, CLE, DEL
9, CLE, DXB
6, CLE, FRA
10, CLE, GOI
649, CLE, HYD
9, CLE, IDR
3, CLE, IXC
5, CLE, JAI
1, CLE, LAS
